artist_name,track_name,artist_uri,track_uri
Caravan Palace,Clash,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:5UM4eoahsyDfwzUHV9ftqc
Caravan Palace,Dramophone,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:3faBLNRsTISXIwkhaHYz84
Caravan Palace,We Can Dance,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:7pPi2lf9n8AEXJlx8AywA2
Caravan Palace,Je m'amuse,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:3rxp3uOONxH1onlLzs9kX3
Caravan Palace,Brotherswing,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:3NnzYstFjV4uBlcuhX9sWj
Caravan Palace,Star Scat,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:3bsIMnbRKLXjEsme7Be62r
Caravan Palace,We Can Dance,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ,spotify:track:7pPi2lf9n8AEXJlx8AywA2
Lyre Le Temps,Hold The Night,spotify:artist:6jX8VHUJomYSfi5Hobdmmn,spotify:track:55KhvVzqoaNEgaRTDmu6Zg
Swing Republic,Fall,spotify:artist:0iOe7zpme8Z6oTs4ffvJjX,spotify:track:3FPdtZzT7zQP5fpXHJlVQo
Swing Republic,"Roll on Mississippi, Roll On",spotify:artist:0iOe7zpme8Z6oTs4ffvJjX,spotify:track:4DG4fkPkHn1GFKcxp00SDK
Swing Republic,Sing It Back,spotify:artist:0iOe7zpme8Z6oTs4ffvJjX,spotify:track:7GOXkO5vEGyZWGgja0qXSb
Eluveitie,AnDro,spotify:artist:5X0N2k3qMnI8kSrGJT3kfT,spotify:track:0LwIxgmHJfP0sg0JyccOjF
Running Cadence,1 2 3 4 Hey,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:029UJVfob20TQDOFQzYxDZ
Running Cadence,Here We Go... Motivated,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:7iGg2cRtYrTUHRfTjMPHKh
Running Cadence,Airborne,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:7D3zhmFnxJSgI7cvkXan4l
Running Cadence,Superman,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6iOhWvOPnbHdyLSLR5n6Fl
Running Cadence,"Mission Top Secret, Destination Unknown",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:27XaqdhgsW4mXJlqG08iRe
Running Cadence,"Left, Right",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2LKB7x5XD0Zg1Bugp2nFWF
Running Cadence,C-130 Rolling Down the Strip,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:5y4JwOQIvoaB5unbAczZuD
Running Cadence,Fired Up,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2DFLRWO9z408bPxVhjjlTr
Running Cadence,Hey That Jody Boy,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2j7yx1E072pEB5idWC3X8s
Running Cadence,Hard Work,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1in4O89o4iBouHV676sLny
Running Cadence,How'd Ya Earn Your Livin',spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6KaFaOwVrP4khBjjERYtAF
Running Cadence,I'll Be a Ranger the Rest of My Life,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:37MoPYFFRoaPzO3UyTeBMD
Running Cadence,"I Don't Know, But I've Been Told",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1y49hLBSptpun6WGrGAQrY
Running Cadence,Feel the Rhythm,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2cEmN3p0f5WU0W4RpFLczk
Running Cadence,"Hey, You Can't Stop the Lean & Mean",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1i7fyqOdZ6a96Jlahqaa9J
Running Cadence,I Used to Sit At Home All Day,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:56vmnfRCT6HcFCCwhiA5FE
Running Cadence,"Hey, Hey Whiskey Jack",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:7paVrwv2d37xlVcJdc7nxu
Running Cadence,Black Cat,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0IfIx4fmIfMdA2AIsS2jNb
Running Cadence,How You Feel... Feeling Good,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1qWRx5MB6ivmMaUlcmv36g
Running Cadence,I Want to Be a Navy Seal,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0tGuqYiwlzvpTptihrTK7B
Running Cadence,"Drip, Drop, Drippity Drop",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:47v1XzHVc4wBTglA7zoyLG
Running Cadence,"Let 'Em Blow, Let 'Em Blow",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6kfqzxUFCXEgM4QCdaXSDo
Running Cadence,"Mile Ten, Let's Do It Again",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0VmJEW1Gru6F7ibXUs5fTU
Running Cadence,"Rolling, Rolling, Rolling",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:4Qx1jEy7VXDP69DvMQHrfN
Running Cadence,I Can Run to Haiti Just Like This,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:763Jgc4ZjCHzzX5hBPZ3MG
Running Cadence,"I Am Marine Corps, Infantry",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6hj3ghOsm5ERypMxhiqiNw
Running Cadence,Easy Run,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:4ZlKBSbgWgsFgWAdjPRGYk
Running Cadence,Baby Marine,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1hREUeZT7BwWLv32CUhR6r
Running Cadence,"1,2,3,4 United Stated Marine Corps",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6HtlWhyUck39u7WehNsqUK
Running Cadence,Coonskin and Alligator Hide,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6a1ZUCBGGX6bf3cVei7p4N
Running Cadence,Mama and Papa Were Layin' in Bed,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:518ROaJ2cN5nHPMHBNwKAK
Running Cadence,Got a Letter in the Mail,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2Xq6Ge3OlRTcV9bkvhVmm8
Running Cadence,My Grandaddy Was a Horse Marine,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:4ooO9GjDlVl16EmW0KioJQ
Running Cadence,Yoyo,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:5dNkoQ1kmldzobzsyM5v6Z
Running Cadence,Gimmie That Old Marine Corps Spirit,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:21MIjUvnzGrqL6zqhRyC6D
Running Cadence,Part 2: Five Miles... Every Day,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:5dtWXVPMUgR1WcV1IfIMAN
Running Cadence,"No Pain, No Gain",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:4OffOnGNgcOX68B0CP0THT
Running Cadence,"Suzy Said, ""Don't Join the Corps""",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0qExzJWr8pLEchcWGK8IcV
Running Cadence,Look Out N.A.B,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0ik2B3mUUkBufsv98GETQo
Running Cadence,I Wanna Be a Drill Instructor,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:5DCnYwBkP7KFmyCTmM7vyT
Running Cadence,Seal Team Navy,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:1PfzB63nMoiD99LzXqY7i1
Running Cadence,Men At War,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:3dMl7fc8WNZQtV2dBsnviX
Running Cadence,Rock Steady,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6YuLiMseVe6XAsqFPORNmw
Running Cadence,You Can't Break My Body Down,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:64xNCsj4B8NYgeHFtIyb2P
Running Cadence,"Mama, Mama, Can't You See?",spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6XHJ6oZzwgSKmltSff8bzy
Running Cadence,When I Get to Heaven,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:6z2yzaZeDmkpRGzQ5hqvy0
Running Cadence,Part 2: Fired Up... Feels Good,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:0doHBA3aXEzvba2VqYLU4z
Running Cadence,R-A-N-G-E-R,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:76FriiiCiPH3XrSwFPuZBz
Running Cadence,We Are the Sons of UDT,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:4g1NJF1fI4n72JNooLiN4G
Running Cadence,Pain!,spotify:artist:7aY5qZOW1u13bO4JQTN06y,spotify:track:2jZnJuqYdWFtwkrJqwoCt5
The U.S. Navy,"Irene, She's One of the Best",spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:5dJXllP15FcV2VBRLkdR29
The U.S. Navy,I Don't Need No Teenage Queen,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:6n4KAiIQI0Od7iCQ2izg4C
The U.S. Navy,Saw an Old Lady,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:53ndHj5sTIlIinRJ8VvyPn
The U.S. Navy,Up from a Sub,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:6U42vzNLvHOEi1VUXuNBIe
The U.S. Navy,Sitting on a Hilltop,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:3rFflWioxEsaGXVVfEGVtA
The U.S. Navy,Creeping Through the Jungle,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:2FMLp7AZeBUjpunQECaRgm
The U.S. Navy,Blood & Guts and a Little Bit of Danger,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:5BMp2iN5rQbsZb6BG3jvLX
The U.S. Navy,We Started Together,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:26smQkWoboTDc0wlOSpbmv
The U.S. Navy,Navy Wings Are Made of Gold,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:14uZxLJO43nVt6gSLK3ZjS
The U.S. Navy,"Navy, Number One",spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:1s7qujGaLjECSMymtBQ16r
The U.S. Navy,If I Die,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:5iVuxidCF4bc6K6emCmjCR
The U.S. Navy,Up in the Morning - II,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:6OaC1M2ROe502VS2RN9FCX
The U.S. Navy,Charlie Company,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:2apTdpCGjeR1n8jTu927Fe
The U.S. Navy,I Wanna Be a Navy Pilot,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:035HpdSiiGZ3M36CfSgq5c
The U.S. Navy,Johnny Be Good,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:1rgrowaABMFhF9m5Lo7Ac2
The U.S. Navy,Sound Off,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:1NmBDqCeX6VyOVVxP06xSZ
The U.S. Navy,Mama If You Could See Me Now,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:7pgNcH5KVglP6WkOVXN3ND
The U.S. Navy,This P.T. Is Killing Me,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:7H4CaobcKWAJYXVCCiOddM
The U.S. Navy,U.D.T.,spotify:artist:5cD2KAZODu6ocU2QWvbKJG,spotify:track:0eSfbmzIoHIGQSJoAYeCLb
The U.S Army Special Forces,"Oh Soldier, Where Have You Been?",spotify:artist:2EcPAbnBkOLKRmJEaFgndH,spotify:track:5fL1nnWpQmPTAcBGPmscsF
The U.S. Army Airborne Rangers,Shout !,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:7IAgzSvRTnFNQJNCgQXSJS
The U.S. Army Rangers,Yoyo,spotify:artist:0gH0oaXFRNEcMCbOFbPZBU,spotify:track:2ZMx2zDzZ5Z4VqOJapwskE
The U.S. Army Airborne Rangers,Jesses James,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:7ptNAChWGkIZ6s2WSjwFAU
The U.S. Army Airborne Rangers,Mama Told Willie Not to Go Downtown,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:2vpu7DCtWKb2AHvmtdyAOb
The U.S. Army Airborne Rangers,Iceman,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:3rW68JIMHa5pGVf22zf0ep
The U.S. Army Airborne Rangers,I Was Born to Be Wild,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:26KpZPOwqkvANdMZg3J1Sz
The U.S. Army Airborne Rangers,Panama,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:2IHkGM7xyZvgl5sO8osq9K
The U.S. Army Airborne Rangers,Colonel Darby,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:32Wv7b0VNk6qyLHFqc0sU6
The U.S. Army Airborne Rangers,See That Man with the Red Beret,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:29CFY8enrboM7f46ldIWW4
The U.S. Army Airborne Rangers,Walking Through the Desert,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:5mkrTSrAuIut4z1YuoNtgq
The U.S. Army Airborne Rangers,"Rock, Steady",spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:7fn87RARUO6gdEUhaTGFEL
The U.S. Army Airborne Rangers,Fire Mission,spotify:artist:4ZrChYOsysN1jpOVecVko8,spotify:track:459yX221gFffm0Tt7zjSR0
The U.S. Army Airborne,Pump It up and Do It Proud,spotify:artist:2Q3OtwuVITwJkCkGztKiOH,spotify:track:1M2wye65bHvkE8pQpG7PMq
The U.S. Army Airborne,Put Another Dime in the Jukebox,spotify:artist:2Q3OtwuVITwJkCkGztKiOH,spotify:track:5EsSo3motJ6wqRdrGmxjvH
The U.S. Navy Seals,Flying over Moscow,spotify:artist:0M1U7jlYhD3Uns4cx09UhN,spotify:track:4xJ8DPxhNPOhPmzWQrsW6s
The U.S. Navy Seals,Running in the Arctic,spotify:artist:0M1U7jlYhD3Uns4cx09UhN,spotify:track:6IPGXwYfDBxvhmCyhWiusc
The U.S. Navy Seals,Get out of My Way,spotify:artist:0M1U7jlYhD3Uns4cx09UhN,spotify:track:30PswoB1aN9AXzJ476YDqr
The U.S. Navy Seals,Wake Up,spotify:artist:0M1U7jlYhD3Uns4cx09UhN,spotify:track:4dmm5ahOknBbxGe4AvUrPL
Romeo Santos,Promise,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,spotify:track:0jr6tT2vc4cIFPHb6wufG3
Joe Veras,Intentalo Tu,spotify:artist:3pbg6hZGMHg6G5TiuCh21K,spotify:track:2UFQi6Zr1yeaaUaUmbw4ZI
Sonora Carruseles,Soy el Rey,spotify:artist:34qU0b0yRjEzRJtknerEDS,spotify:track:5eARsQhvfhUhaATSujO8qy
Xtreme,Te Extraño - Bachata Version,spotify:artist:47bVt95bvBMpmJFWoyhH0C,spotify:track:0muI8DpTEpLqqibPm3sKYf
Prince Royce,El Amor Que Perdimos,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,spotify:track:06EgH8BdWW9QRrlI6ZVQhW
Prince Royce,Corazon Sin Cara,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,spotify:track:0u4N6w5lBw5xMrzJitRWUo
Zacarias Ferreira,Es Tan Difícil,spotify:artist:1LKPL2O3vA3ozNsmshDg3o,spotify:track:0Ihu6hcj4hrWVz22W3G10P
Cheo Feliciano,Lindo Yambú,spotify:artist:1Ypa8o8muvDcgOt1YYtcOC,spotify:track:1SRtV0s5iBamG2CQcNGvV1
Kuduro Workout Crew,We No Speak Americano,spotify:artist:3ixtotJjrpRwZNzE4CAErH,spotify:track:4t1rL4hRbRD4Z3aNXH0FF0
Sonora Carruseles,Arranca en Fa,spotify:artist:34qU0b0yRjEzRJtknerEDS,spotify:track:1iPo3AoRC036zbbvkVROZw
Tito Nieves,Ya No Queda Nada - Salsa Version,spotify:artist:4vOycwLXdkMMzpZW04VW5m,spotify:track:2Jcr5m0dP68G1Zlrp7iKp3
Aventura,Por un Segundo,spotify:artist:1qto4hHid1P71emI6Fd8xi,spotify:track:6U9xvkN1rKzK8yLvfPC8ok
Prince Royce,Rechazame,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,spotify:track:07p0kLnvfQQ2bLujHyzSGK
Grupo Imagen,Después de Tí,spotify:artist:054OkI57F362lH1Yw4DZ3o,spotify:track:4WJ6hxQs7FZewE3gNGEquR
Sonora Carruseles,Micaela,spotify:artist:34qU0b0yRjEzRJtknerEDS,spotify:track:1m3paVx65imhvCjPx505Oy
Michel Teló,Ai Se Eu Te Pego (Nossa Nossa),spotify:artist:1sDVuztNhGcetCLChkleDA,spotify:track:3M1acP5ae6TRfpm5k0Kogm
Oscar D'León,Lloraras,spotify:artist:1c84wItoiAe1pEbpJMqUmQ,spotify:track:0c2PGO2jIXKujocn5PTIQ2
Prince Royce,Mi Ultima Carta,spotify:artist:3MHaV05u0io8fQbZ2XPtlC,spotify:track:0NAT5pDG4XcYe9sUD3fR7k
Luis Enrique,Yo No Sé Mañana (salsa),spotify:artist:2mUI4K6csTQd3jieswcmiI,spotify:track:1nZziTuPRwCfJe1XvVC760
Banda Eva,"Tic, Tic, Tac",spotify:artist:1wqkMc837HWUwdC8sOZ7lZ,spotify:track:1SDA7YkmB8LEHgDqeOaZR8
Grupo Niche,Cali Pachanguero,spotify:artist:1zng9JZpblpk48IPceRWs8,spotify:track:3SXWtn3YbXOuz6s9LN8LeJ
Guayacán Orquesta,"Oiga, Mira, Vea",spotify:artist:2pZ81eCkqxemIjqqfE1fhE,spotify:track:5HJyn7mTQq7OtmpldocdZC
The Coolers,Rain Over Me,spotify:artist:5Rx9DtqRDZ0i5nuD66lLMC,spotify:track:5492HTEQymVas6IYg73jHA
El Gran Combo De Puerto Rico,Me Liberé,spotify:artist:6nnspeopmJAG07xOxHmqTu,spotify:track:1IcnHHfeAkdc88LybFWwb9
Generation DJ,Destination Calabria,spotify:artist:2L292BwdrL75YOMpxIgp1t,spotify:track:4A01TMit1hx0UiGfBqIVPB
Cheo Feliciano,Lindo Yambú,spotify:artist:1Ypa8o8muvDcgOt1YYtcOC,spotify:track:1SRtV0s5iBamG2CQcNGvV1
The Flashers Brothers,Dynamite,spotify:artist:4Rstv7qHepQdvEweZH2Egp,spotify:track:0aBu5xYhD4w59QjRDZZ4qo
Sonora Carruseles,La Comay,spotify:artist:34qU0b0yRjEzRJtknerEDS,spotify:track:3LACduBoPIcF0GteHPTyGr
Harmonia Do Samba,E Fogo,spotify:artist:3o1Lr9yRGJJhhLlVQFObfC,spotify:track:4TAQcXXvU1Fhw3PZDBwB5i
Pitbull,Give Me Everything,spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
Nigga,Escápate,spotify:artist:4gaipGwvI72oJZVL2P0WJd,spotify:track:3Y8tpzwq1ndfKSvgySSxXW
Eddy Lover,Perdóname,spotify:artist:7gR53ad9JjCweCv4f9MWEX,spotify:track:4JOcMuy5myeEaNCKlu5j19
Fulanito,Wiggle Wiggle (Spanglish version),spotify:artist:0hD97064k3LBUrRvfT42SE,spotify:track:4Ei0wQnodtabYjcLSgQEen
Fanny Lu,Tu No Eres Para Mi,spotify:artist:6GRC8segVAr34gm6pjfSoQ,spotify:track:2rkIikKvzKicnXku4nwmSt
Angel Y Khriz,Na De Na,spotify:artist:7npqy7rgdX2D3yfVyWExKo,spotify:track:2Jz1X6ZB0gkkCVgmeVGVGp
TPM,On the Floor,spotify:artist:2b6OWC5aryEJ5erfZAjxap,spotify:track:2FDSxjOphknW5XHyXggDbD
Mach & Daddy,Las Solteras,spotify:artist:5Q1vijNjTVhQBoVrZVXms8,spotify:track:2PXtKatxHYe6HwwpLusQBA
Glee Cast,We Found Love (Glee Cast Version),spotify:artist:0SCbttzoZTnLFebDYmAWCm,spotify:track:3JCqj1UuBXCLvpceZscXYr
Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj,spotify:artist:6S0dmVVn4udvppDhZIWxCr,spotify:track:0wDbYIl4fN2mccHczCJqEf
Sean Kingston,Fire Burning,spotify:artist:6S0dmVVn4udvppDhZIWxCr,spotify:track:2oENJa1T33GJ0w8dC167G4
Sean Paul,Baby Boy (feat. Beyonce),spotify:artist:3Isy6kedDrgPYoTS1dazA9,spotify:track:29LHe8kG3PraghUZOZYsw4
Rihanna,Pon de Replay,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:3U3Ff8ZvL6oEu1r98gCCWW
Shaggy,In the Summertime - feat. Rayvon,spotify:artist:5EvFsr3kj42KNv97ZEnqij,spotify:track:726KAdf3k8Ce8W95O38XNI
Luan Santana,Você Não Sabe o Que é Amor,spotify:artist:3qvcCP2J0fWi0m0uQDUf6r,spotify:track:3VJHy2e3aWxG4cyRh942QG
The Flashers Brothers,Mister Saxobeat,spotify:artist:4Rstv7qHepQdvEweZH2Egp,spotify:track:073WTDZkYHv8YdFdhVCEn1
El Combo De Las Estrellas,Confundido,spotify:artist:3a1bkJS7AQnJ8KGvf9hFiN,spotify:track:0lYt9LzV51YKf4lGgu05Bs
Fanny Lu,Fanfarrón,spotify:artist:6GRC8segVAr34gm6pjfSoQ,spotify:track:3ei7Cjigs41LVCRgL4I74m
Paulina Rubio,"Ni Rosas, Ni Juguetes - Dúo Con Pitbull - Mr 305 Remix",spotify:artist:1d6dwipPrsFSJVmFTTdFSS,spotify:track:3XYL1fljOfLfAxClCiUp7B
Lady Gaga,Born This Way,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:209NkbzmsUa9pAobU7xGyf
Nicki French,Total Eclipse Of The Heart - Dance Mix,spotify:artist:1RfiRshRC2YlSG4Y1zNkAE,spotify:track:2hPOOLM9Oefyy43eAXR4Hf
João Lucas & Marcelo,"Eu Quero Tchu, Eu Quero Tcha - Single Version",spotify:artist:07qXCavgZGcwnfNHSvSPtG,spotify:track:36JlLKH7LEhEqsRljgtoW4
Ne-Yo,So Sick,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:track:4SRqDmPxYX0pUb5B5ut2Ri
Mario,Let Me Love You,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,spotify:track:5xV0Czdqefft6sPDqjmFBu
Ne-Yo,Miss Independent,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:track:34ceTg8ChN5HjrqiIYCn9Q
Ne-Yo,Closer,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:track:2nbClS09zsIAqNkshg6jnp
Ne-Yo,Mad,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:track:7aypCcPYXxoa9wBMe0vjTP
Rihanna,Hate That I Love You,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:73sEFRISCOmunToMJtjuPS
Ray J,Sexy Can I feat. Yung Berg,spotify:artist:6gbGGM0E8Q1hE511psqxL0,spotify:track:0DdpxWfVvUGgkJv5536tiF
Chris Brown,Forever,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:3H1LCvO3fVsK2HPguhbml0
Akon,Right Now (Na Na Na),spotify:artist:0z4gvV4rjIZ9wHck67ucSV,spotify:track:1ARJhjuI6TNYZCxYygFQ4F
Keri Hilson,Knock You Down,spotify:artist:63wjoROpeh5f11Qm93UiJ1,spotify:track:0JmGVy7IzUM27My3UuEOOZ
Iyaz,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,spotify:track:4E5P1XyAFtrjpiIxkydly4
Nelly,Just A Dream - Main,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,spotify:track:7pYPpFhFyOwCjf4y7vdJqM
Mariah Carey,We Belong Together,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,spotify:track:3LmvfNUQtglbTrydsdIqFU
Usher,Yeah!,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:0XUfyU2QviPAs6bxSpXYG4
Jason Derulo,Whatcha Say,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:67T6l4q3zVjC5nZZPXByU8
Iyaz,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,spotify:track:4E5P1XyAFtrjpiIxkydly4
Akon,"Sorry, Blame It On Me - Main",spotify:artist:0z4gvV4rjIZ9wHck67ucSV,spotify:track:6m5jURnwGHY1pVw0sJqBBq
Jordin Sparks,Tattoo,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,spotify:track:3Ui2jdyxbZQrZohfM0NOgG
Kanye West,Heartless,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:53gcDgFyqqpvCzXWrnFZpH
Akon,I Wanna Love You,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,spotify:track:6NncjnSD7JLEetWb9KqMRY
Jay Sean,Do You Remember,spotify:artist:4pADjHPWyrlAF0FA7joK2H,spotify:track:6A5NlmBCsCGbJ27jHQgKV5
Jason Derulo,In My Head,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:5BoIP8Eha5hwmRVURkC2Us
Taio Cruz,Break Your Heart,spotify:artist:6MF9fzBmfXghAz953czmBC,spotify:track:7ElF5zxOwYP4qVSWVvse3W
Jordin Sparks,Battlefield,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,spotify:track:4hJNA7VCBfNDly2Lz1SKAt
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:track:4kte3OcW800TPvOVgrLLj8
Kanye West,Gold Digger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:5XJJdNPkwmbUwE79gv0NxK
Kanye West,Stronger,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:6C7RJEIUDqKkJRZVWdkfkH
Soulja Boy,Kiss Me Thru The Phone,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,spotify:track:2q4rjDy9WhaN3o9MvDbO21
Rihanna,Don't Stop The Music,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:62LHRv9uwSNlBmByQF5jdE
Usher,DJ Got Us Fallin' In Love,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:4356Typ82hUiFAynbLYbPn
JAY Z,Empire State Of Mind,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,spotify:track:3lPAHV0b53zgRRm9LBgnTY
Shaggy,It Wasn't Me,spotify:artist:5EvFsr3kj42KNv97ZEnqij,spotify:track:1lzr43nnXAijIGYnCT8M8H
Rihanna,Disturbia,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:30VrBsh1STRBoIrhQOAwzK
JoJo,"Too Little, Too Late - Radio Version",spotify:artist:5xuNBZoM7z1Vv8IQ6uM0p6,spotify:track:7bLBekAdZXj48UVI0QpJbO
Timbaland,Apologize,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,spotify:track:24nRdDUUIdM2mv1YdwMdu6
